"Activity.Type","Date","Title","Distance","Time","Avg.HR","Avg.Pace"
"Running",2024-05-17 06:17:39,"Hollywood Running",4.69,"00:24:00",164,"5:07"
"Running",2025-09-02 17:25:53,"Hollywood Running",5.07,"00:24:37",149,"4:52"
"Running",2025-06-11 06:23:39,"Westwood Running",5.06,"00:28:44",135,"5:40"
"Running",2024-11-05 15:28:15,"Westwood Running",5.02,"00:25:42",151,"5:07"
"Running",2020-02-01 08:10:31,"Westwood Running",4.72,"00:24:44",152,"5:15"
"Running",2024-06-30 06:34:51,"Westwood Running",25.2,"02:35:10",139,"6:09"
"Running",2025-10-07 17:22:47,"Westwood Running",7.3,"00:37:01",127,"5:04"
"Running",2025-01-13 06:37:59,"Hollywood Running",5.01,"00:26:44",141,"5:20"
"Running",2025-11-15 09:02:45,"Hollywood Running",5.03,"00:20:16",168,"4:02"
"Running",2024-04-03 17:29:20,"Westwood Running",5.03,"00:25:55",152,"5:09"
"Running",2022-01-26 18:36:21,"Hollywood Running",1.49,"00:06:44.2",160,"4:31"
"Running",2024-08-16 06:24:18,"Hollywood Running",4.68,"00:25:29",145,"5:27"
"Running",2025-03-09 06:17:36,"Hollywood Running",38.35,"03:27:53",140,"5:25"
"Running",2020-09-15 06:10:42,"Westwood Running",7.73,"00:40:17",143,"5:13"
"Running",2024-04-11 06:15:08,"Westwood Running",4.71,"00:26:07",140,"5:33"
"Running",2023-10-25 06:14:44,"Westwood Running",4.61,"00:24:35",135,"5:20"
"Running",2022-10-20 15:07:20,"Westwood Running",5.54,"00:26:47",166,"4:50"
"Running",2021-01-01 07:53:57,"Hollywood Running",7.58,"00:38:25",158,"5:04"
"Running",2025-06-02 06:30:03,"Hollywood Running",5,"00:27:26",143,"5:29"
"Running",2025-12-17 17:46:07,"Hollywood Running",5.73,"00:30:08",146,"5:15"
"Running",2024-09-23 17:41:09,"Hollywood Running",5.61,"00:29:54",146,"5:20"
"Running",2022-07-31 06:54:11,"Hollywood Running",28.23,"02:38:57",147,"5:38"
"Running",2023-05-31 16:11:52,"Hollywood Running",4.31,"00:21:16",145,"4:56"
"Running",2021-10-17 06:48:23,"Hollywood Running",22.11,"02:05:15",154,"5:40"
"Running",2024-11-30 07:54:42,"Hollywood Running",11.62,"00:58:00",141,"4:59"
"Running",2023-12-02 08:14:08,"Hollywood Running",21.46,"01:50:39",159,"5:09"
"Running",2020-06-14 07:51:34,"Westwood Running",13.02,"01:10:54",168,"5:27"
"Running",2022-01-01 07:18:54,"Hollywood Running",22.1,"01:56:17",150,"5:16"
"Running",2025-05-21 18:00:44,"Westwood Running",5.02,"00:24:33",145,"4:53"
"Running",2024-06-21 06:26:39,"Westwood Running",4.7,"00:26:09",134,"5:34"
"Running",2022-06-20 08:23:42,"Hollywood Running",11.15,"00:58:34",142,"5:15"
"Running",2021-09-03 17:07:53,"Westwood Running",5.41,"00:24:39",180,"4:33"
"Running",2025-03-19 06:22:25,"Westwood Running",5.07,"00:26:06",149,"5:09"
"Running",2022-11-25 17:13:24,"Hollywood Running",4.99,"00:25:04",139,"5:01"
"Running",2023-07-29 09:25:29,"Westwood Running",1.07,"00:06:02.8",156,"5:39"
"Running",2022-09-16 17:16:01,"Westwood Running",4.38,"00:22:48",154,"5:12"
"Running",2024-06-04 06:10:48,"Westwood Running",4.7,"00:27:45",138,"5:54"
"Running",2024-12-11 08:01:36,"Westwood Running",5.01,"00:25:30",144,"5:05"
"Running",2022-03-11 17:45:26,"Hollywood Running",5.05,"00:24:35",149,"4:52"
"Running",2022-06-07 15:03:49,"Westwood Running",7.26,"00:35:39",160,"4:55"
"Running",2025-01-26 06:11:48,"Westwood Running",26.05,"02:24:15",152,"5:32"
"Running",2024-01-03 06:25:40,"Westwood Running",5.57,"00:29:34",140,"5:18"
"Running",2021-11-17 18:39:50,"Westwood Running",1.41,"00:06:08.4",155,"4:21"
"Running",2023-10-01 06:35:57,"Westwood Running",24.67,"02:18:38",143,"5:37"
"Running",2022-03-01 06:14:48,"Hollywood Running",5.61,"00:29:17",137,"5:13"
"Running",2022-07-22 17:04:10,"Hollywood Running",5,"00:22:39",151,"4:32"
"Running",2020-12-28 07:38:09,"Westwood Running",6.76,"00:33:02",162,"4:53"
"Running",2021-02-09 17:36:53,"Hollywood Running",5.03,"00:25:20",154,"5:02"
"Running",2022-07-01 06:08:57,"Westwood Running",4.92,"00:26:19",138,"5:21"
"Running",2023-05-12 06:10:32,"Westwood Running",4.68,"00:25:30",134,"5:27"
"Running",2023-08-22 08:43:49,"Hollywood Running",21.26,"01:50:03",142,"5:11"
"Running",2023-07-28 17:21:00,"Westwood Running",4.98,"00:24:09",146,"4:51"
"Running",2025-06-15 08:38:21,"Westwood Running",21.1,"01:33:34",168,"4:26"
"Running",2023-02-13 14:59:11,"Hollywood Running",6.15,"00:31:23",153,"5:06"
"Running",2020-07-12 07:20:12,"Hollywood Running",15.23,"01:22:48",157,"5:26"
"Running",2025-03-19 17:52:28,"Westwood Running",5.08,"00:24:49",141,"4:53"
"Running",2024-09-30 17:15:24,"Westwood Running",5.63,"00:29:28",145,"5:14"
"Running",2025-03-25 05:33:41,"Hollywood Running",12.21,"01:02:32",140,"5:07"
"Running",2025-04-04 06:26:39,"Westwood Running",5.05,"00:26:28",145,"5:14"
"Running",2022-04-19 07:02:42,"Hollywood Running",4.97,"00:24:52",149,"5:00"
"Running",2020-04-30 06:41:55,"Hollywood Running",7.36,"00:36:05",169,"4:54"
"Running",2024-03-21 06:18:29,"Westwood Running",4.71,"00:25:59",146,"5:31"
"Running",2023-05-18 08:09:30,"Hollywood Running",4.97,"00:25:38",152,"5:09"
"Running",2024-12-15 06:11:38,"Westwood Running",22.61,"01:59:23",152,"5:17"
"Running",2024-10-28 17:23:23,"Westwood Running",5.02,"00:29:21",132,"5:51"
"Running",2024-03-08 17:16:59,"Hollywood Running",5.01,"00:23:37",145,"4:43"
"Running",2025-11-11 11:38:41,"Westwood Running",8.01,"00:39:04",145,"4:53"
"Running",2025-10-10 16:38:54,"Westwood Running",5.01,"00:25:27",148,"5:05"
"Running",2024-05-12 06:17:31,"Hollywood Running",21.3,"02:00:45",145,"5:40"
"Running",2023-11-24 17:17:12,"Hollywood Running",5,"00:25:12",158,"5:03"
"Running",2021-04-23 16:12:32,"Westwood Running",9.39,"00:46:42",159,"4:58"
"Running",2022-07-26 08:23:35,"Hollywood Running",4.92,"00:25:43",146,"5:14"
"Running",2021-10-10 06:27:15,"Westwood Running",23.01,"02:09:06",136,"5:37"
"Running",2024-02-07 15:53:05,"Hollywood Running",5.69,"00:29:17",145,"5:09"
"Running",2023-05-31 05:58:42,"Hollywood Running",5.04,"00:26:24",133,"5:14"
"Running",2024-01-28 05:59:38,"Hollywood Running",24.44,"02:17:18",135,"5:37"
"Running",2021-11-14 06:56:19,"Westwood Running",21.12,"01:51:29",141,"5:17"
"Running",2024-05-20 17:23:15,"Hollywood Running",5.01,"00:25:25",153,"5:04"
"Running",2022-05-04 06:31:46,"Westwood Running",4.53,"00:23:44",154,"5:15"
"Running",2024-03-25 06:24:15,"Hollywood Running",4.65,"00:25:39",149,"5:31"
"Running",2024-03-30 08:43:01,"Westwood Running",2.62,"00:12:30",149,"4:46"
"Running",2020-03-06 12:23:31,"Westwood Running",4.87,"00:24:14",159,"4:59"
"Running",2020-06-27 10:04:30,"Hollywood Running",7.19,"00:39:30",144,"5:29"
"Running",2025-08-29 06:13:05,"Westwood Running",13.44,"01:06:29",162,"4:57"
"Running",2024-06-26 06:29:23,"Westwood Running",4.42,"00:24:31",132,"5:33"
"Running",2023-02-20 09:07:00,"Hollywood Running",4.58,"00:24:34",151,"5:22"
"Running",2024-02-05 15:46:33,"Westwood Running",5.57,"00:29:06",154,"5:14"
"Running",2023-05-24 17:37:10,"Hollywood Running",4.3,"00:22:28",153,"5:13"
"Running",2024-10-25 06:27:56,"Westwood Running",5.01,"00:27:25",129,"5:28"
"Running",2020-07-29 17:46:33,"Westwood Running",5.59,"00:28:12",156,"5:03"
"Running",2024-07-13 09:00:24,"Hollywood Running",5.01,"00:19:44",181,"3:56"
"Running",2024-08-03 06:13:57,"Hollywood Running",8.8,"00:50:10",125,"5:42"
"Running",2022-09-13 08:26:24,"Westwood Running",3.51,"00:19:25",146,"5:32"
"Running",2022-11-04 17:28:25,"Westwood Running",4.98,"00:23:31",166,"4:44"
"Running",2025-07-14 17:32:48,"Hollywood Running",5.01,"00:26:32",141,"5:18"
"Running",2021-11-29 18:21:47,"Hollywood Running",5.02,"00:25:57",138,"5:10"
"Running",2025-11-07 06:44:28,"Westwood Running",5.01,"00:26:34",145,"5:18"
"Running",2024-07-17 06:18:47,"Westwood Running",4.98,"00:27:32",127,"5:32"
"Running",2025-05-07 06:34:02,"Westwood Running",5,"00:27:12",126,"5:26"
"Running",2023-08-26 09:28:53,"Westwood Running",2.99,"00:16:10",148,"5:24"
"Treadmill Running",2020-12-01 06:23:02,"Treadmill Running",4,"00:20:00",151,"5:00"
"Running",2025-02-17 06:28:30,"Hollywood Running",5.01,"00:28:02",138,"5:36"
"Running",2023-01-11 18:11:50,"Hollywood Running",1.67,"00:08:35.9",155,"5:09"
"Running",2022-03-08 16:41:30,"Hollywood Running",6.14,"00:29:59",159,"4:53"
"Running",2023-04-20 08:44:12,"Hollywood Running",6.09,"00:31:21",160,"5:09"
"Running",2022-07-29 06:17:13,"Hollywood Running",4.93,"00:27:10",146,"5:31"
"Running",2021-02-17 06:25:03,"Westwood Running",5.56,"00:27:26",150,"4:56"
"Running",2021-05-19 06:14:17,"Hollywood Running",4.53,"00:22:53",161,"5:03"
"Running",2022-01-21 17:54:42,"Westwood Running",5.59,"00:29:31",133,"5:17"
"Running",2023-06-27 08:23:55,"Westwood Running",7.18,"00:39:46",134,"5:32"
"Running",2021-07-02 18:08:13,"Hollywood Running",5.45,"00:25:43",169,"4:43"
"Running",2025-02-10 06:18:59,"Westwood Running",5.62,"00:31:35",134,"5:37"
"Running",2024-03-06 16:04:01,"Westwood Running",5.7,"00:28:24",144,"4:59"
"Running",2025-06-30 06:25:09,"Westwood Running",5.83,"00:30:28",157,"5:13"
"Running",2025-08-09 07:30:48,"Hollywood Running",8.07,"00:42:50",147,"5:19"
"Running",2021-04-09 06:14:30,"Hollywood Running",10.07,"00:49:17",152,"4:54"
"Running",2024-04-10 16:01:50,"Westwood Running",5.01,"00:27:05",142,"5:24"
"Running",2024-03-05 17:51:45,"Westwood Running",5.64,"00:29:04",147,"5:09"
"Running",2025-11-27 06:42:54,"Westwood Running",5,"00:28:07",146,"5:37"
"Running",2025-06-21 09:01:36,"Hollywood Running",5,"00:20:19",170,"4:04"
"Running",2024-10-28 06:37:46,"Westwood Running",5.62,"00:33:04",137,"5:53"
"Running",2021-10-27 18:23:07,"Westwood Running",4.68,"00:21:39",165,"4:38"
"Running",2024-09-20 16:46:11,"Westwood Running",5.01,"00:27:08",133,"5:25"
"Running",2023-11-20 06:10:51,"Hollywood Running",5.61,"00:31:11",149,"5:34"
"Treadmill Running",2020-01-25 07:56:03,"Treadmill Running",4.01,"00:20:00",154,"5:00"
"Running",2024-06-20 17:08:32,"Westwood Running",7.4,"00:39:07",134,"5:17"
"Running",2021-11-28 07:03:34,"Hollywood Running",21.11,"01:52:02",149,"5:18"
"Running",2024-02-24 08:07:43,"Hollywood Running",21.45,"01:47:34",158,"5:01"
"Running",2020-09-29 06:28:22,"Hollywood Running",5.75,"00:29:02",167,"5:03"
"Running",2021-09-17 18:08:11,"Westwood Running",5.7,"00:28:58",142,"5:05"
"Running",2025-05-08 06:27:22,"Hollywood Running",5.01,"00:28:22",141,"5:40"
"Running",2023-04-09 06:16:53,"Hollywood Running",35.32,"03:09:32",155,"5:22"
"Running",2025-11-27 17:17:03,"Hollywood Running",5.01,"00:26:59",143,"5:23"
"Running",2024-08-19 06:36:08,"Westwood Running",4.74,"00:26:59",144,"5:42"
"Running",2023-11-30 16:17:10,"Westwood Running",5.09,"00:27:01",143,"5:18"
"Running",2022-02-01 08:45:11,"Hollywood Running",6.17,"00:32:26",147,"5:15"
"Running",2025-12-05 16:58:37,"Hollywood Running",5.01,"00:24:50",159,"4:57"
"Running",2022-06-21 17:20:01,"Hollywood Running",6.87,"00:34:00",158,"4:57"
"Running",2024-02-08 16:22:24,"Hollywood Running",4.99,"00:25:53",146,"5:11"
"Running",2024-01-21 06:17:33,"Westwood Running",26.03,"02:21:46",143,"5:27"
"Running",2021-03-09 06:19:14,"Westwood Running",9.62,"00:46:36",151,"4:51"
"Running",2023-07-26 15:48:01,"Westwood Running",5,"00:24:27",141,"4:53"
"Running",2021-03-17 17:59:45,"Westwood Running",5.67,"00:27:00",173,"4:46"
"Running",2024-10-14 06:23:02,"Westwood Running",5.01,"00:28:19",137,"5:39"
"Running",2025-09-25 11:56:22,"Hollywood Running",9.01,"00:47:58",151,"5:19"
"Running",2025-01-07 18:25:32,"Westwood Running",5.6,"00:28:47",159,"5:08"
"Running",2025-12-20 09:02:29,"Westwood Running",5,"00:20:33",177,"4:06"
"Running",2025-02-27 06:28:25,"Hollywood Running",5.03,"00:26:24",147,"5:15"
"Running",2024-07-03 06:22:15,"Hollywood Running",5.01,"00:27:44",126,"5:32"
"Running",2023-02-05 06:16:38,"Hollywood Running",21.39,"01:59:51",155,"5:36"
"Running",2024-01-16 06:11:57,"Hollywood Running",5.01,"00:26:26",141,"5:16"
"Running",2024-02-28 07:34:43,"Westwood Running",5.8,"00:30:06",136,"5:12"
"Running",2025-12-27 09:00:05,"Hollywood Running",5.01,"00:20:01",177,"4:00"
"Running",2025-08-19 17:27:48,"Hollywood Running",9.16,"00:49:03",150,"5:21"
"Running",2024-07-07 06:31:48,"Hollywood Running",25.79,"02:26:47",142,"5:41"
"Running",2020-12-07 15:59:14,"Hollywood Running",3.46,"00:16:24",152,"4:44"
"Running",2023-02-06 06:00:17,"Hollywood Running",4.97,"00:26:52",143,"5:24"
"Running",2021-10-01 18:07:30,"Hollywood Running",5.03,"00:23:54",162,"4:45"
"Running",2021-09-15 06:10:02,"Westwood Running",4.95,"00:27:39",137,"5:35"
"Running",2023-08-30 16:02:01,"Hollywood Running",5.05,"00:25:05",144,"4:58"
"Running",2020-06-17 06:24:26,"Westwood Running",7.53,"00:40:14",152,"5:20"
"Running",2023-05-26 17:38:17,"Hollywood Running",5.04,"00:23:37",152,"4:41"
"Running",2025-02-18 17:03:13,"Hollywood Running",7.92,"00:39:14",155,"4:57"
"Running",2025-04-11 16:54:07,"Westwood Running",4.45,"00:20:20",155,"4:34"
"Running",2023-06-05 17:19:28,"Westwood Running",5.06,"00:24:07",147,"4:46"
"Running",2020-11-06 12:07:28,"Westwood Running",8.44,"00:40:09",169,"4:45"
"Running",2022-04-03 06:14:41,"Hollywood Running",21.26,"01:54:10",133,"5:22"
"Running",2025-11-15 08:34:54,"Westwood Running",3.36,"00:17:08",159,"5:06"
"Running",2025-11-22 08:36:06,"Westwood Running",3.36,"00:16:59",148,"5:03"
"Running",2022-11-18 06:12:30,"Westwood Running",5.01,"00:25:48",152,"5:09"
"Running",2024-06-10 06:18:06,"Westwood Running",4.7,"00:26:39",149,"5:40"
"Running",2024-05-15 10:40:38,"Westwood Running",4.42,"00:21:37",151,"4:53"
"Running",2021-11-04 08:36:28,"Westwood Running",5.88,"00:30:18",155,"5:09"
"Running",2023-08-11 17:29:29,"Hollywood Running",4.35,"00:21:12",148,"4:52"
"Running",2023-10-13 06:15:46,"Westwood Running",5,"00:26:57",150,"5:23"
"Running",2023-07-24 15:03:19,"Westwood Running",5.57,"00:27:11",150,"4:53"
"Running",2021-12-19 06:27:40,"Hollywood Running",13.77,"01:12:44",134,"5:17"
"Running",2024-10-03 16:54:05,"Westwood Running",5.03,"00:26:24",144,"5:15"
"Running",2020-12-18 08:44:30,"Hollywood Running",1.8,"00:07:35.0",154,"4:13"
"Running",2023-10-16 06:11:24,"Westwood Running",4.96,"00:26:55",132,"5:25"
"Running",2023-09-08 17:27:26,"Hollywood Running",5.05,"00:26:12",147,"5:11"
"Running",2023-01-11 06:14:50,"Hollywood Running",5.6,"00:29:19",152,"5:14"
"Running",2022-11-01 17:32:12,"Hollywood Running",5.01,"00:26:08",139,"5:13"
"Running",2023-06-16 17:15:25,"Westwood Running",5.01,"00:25:26",142,"5:05"
"Running",2023-04-12 06:16:08,"Westwood Running",4.61,"00:24:31",149,"5:19"
"Running",2023-09-27 06:18:04,"Westwood Running",4.52,"00:25:10",152,"5:34"
"Running",2025-11-14 06:42:52,"Hollywood Running",5.01,"00:27:33",153,"5:30"
"Running",2022-02-20 06:56:46,"Westwood Running",22.74,"02:02:32",151,"5:23"
"Running",2023-10-23 17:51:05,"Westwood Running",5.03,"00:26:08",137,"5:12"
"Running",2021-06-01 17:37:34,"Westwood Running",5.46,"00:25:40",175,"4:42"
"Running",2020-09-16 17:35:18,"Westwood Running",5.04,"00:23:36",162,"4:41"
"Running",2022-03-04 17:28:08,"Westwood Running",7.35,"00:36:02",157,"4:54"
"Running",2025-11-24 18:19:02,"Hollywood Running",5.22,"00:25:56",150,"4:58"
"Running",2020-07-29 06:19:44,"Westwood Running",4.89,"00:25:09",159,"5:09"
"Running",2025-06-01 06:38:28,"Hollywood Running",21.13,"02:06:29",138,"5:59"
"Running",2020-07-19 07:13:43,"Hollywood Running",8,"00:42:43",155,"5:20"
"Running",2020-08-11 15:15:49,"Westwood Running",3.78,"00:17:36",168,"4:39"
"Running",2023-06-26 15:06:10,"Westwood Running",7.36,"00:36:59",152,"5:02"
"Running",2020-07-22 06:20:16,"Hollywood Running",4.97,"00:25:07",160,"5:03"
"Running",2024-01-14 06:08:48,"Westwood Running",22.41,"02:04:53",132,"5:34"
"Running",2020-12-12 07:18:43,"Westwood Running",21.34,"01:47:21",160,"5:02"
"Running",2022-08-31 06:23:26,"Westwood Running",4.96,"00:24:40",146,"4:58"
"Running",2024-12-03 16:04:14,"Hollywood Running",5.01,"00:26:08",136,"5:13"
"Running",2023-07-05 05:50:54,"Westwood Running",14.74,"01:15:13",141,"5:06"
"Running",2020-11-25 06:16:41,"Westwood Running",4.93,"00:23:56",148,"4:51"
"Running",2022-08-12 06:11:18,"Westwood Running",6.2,"00:30:48",152,"4:58"
"Running",2021-11-09 08:42:43,"Westwood Running",5.9,"00:29:05",145,"4:56"
"Running",2023-12-22 13:27:26,"Hollywood Running",4.95,"00:26:03",140,"5:16"
"Running",2023-03-07 17:28:25,"Westwood Running",5,"00:26:32",140,"5:18"
"Running",2022-11-18 17:18:31,"Westwood Running",4.92,"00:23:44",146,"4:50"
"Running",2020-08-15 07:55:22,"Westwood Running",8.98,"00:45:40",164,"5:05"
"Running",2023-03-15 06:37:19,"Westwood Running",4.97,"00:26:20",143,"5:18"
"Running",2023-06-07 06:03:15,"Westwood Running",4.26,"00:21:45",152,"5:06"
"Running",2025-07-04 16:47:16,"Hollywood Running",5.02,"00:26:12",142,"5:13"
"Running",2023-08-18 06:51:09,"Westwood Running",9.07,"00:49:15",144,"5:26"
"Running",2021-03-31 17:29:20,"Hollywood Running",6.9,"00:32:34",158,"4:43"
"Running",2020-10-25 07:00:28,"Westwood Running",11.28,"00:56:47",155,"5:02"
"Running",2023-04-24 08:41:02,"Hollywood Running",6.08,"00:32:38",151,"5:22"
"Running",2020-05-03 07:12:13,"Hollywood Running",13.62,"01:11:49",160,"5:16"
"Running",2021-10-29 18:07:47,"Hollywood Running",5.57,"00:26:30",162,"4:45"
"Treadmill Running",2021-01-26 17:18:23,"Treadmill Running",5.5,"00:25:00",139,"4:33"
"Running",2021-05-25 16:33:33,"Hollywood Running",5.58,"00:26:43",163,"4:48"
"Running",2024-07-13 08:37:24,"Westwood Running",3.35,"00:16:36",153,"4:57"
"Running",2020-12-02 06:24:59,"Westwood Running",5.58,"00:26:47",167,"4:48"
"Running",2021-12-15 17:05:36,"Hollywood Running",5.03,"00:23:14",165,"4:37"
"Running",2020-09-26 07:32:01,"Hollywood Running",4.67,"00:24:17",158,"5:12"
"Running",2023-03-08 18:15:55,"Hollywood Running",1.66,"00:08:59.5",132,"5:25"
"Running",2023-05-07 06:25:19,"Westwood Running",21.43,"02:00:38",136,"5:38"
"Running",2023-03-01 13:19:31,"Hollywood Running",5.02,"00:25:49",132,"5:09"
"Running",2022-10-02 06:28:56,"Hollywood Running",23.03,"02:03:40",145,"5:22"
"Running",2023-07-09 06:10:08,"Westwood Running",23.49,"02:04:22",138,"5:18"
"Running",2024-06-01 09:27:06,"Hollywood Running",3.48,"00:19:45",150,"5:40"
"Running",2023-06-12 15:02:02,"Hollywood Running",5.59,"00:28:48",159,"5:09"
"Running",2024-08-25 06:22:58,"Westwood Running",22.69,"02:23:43",132,"6:20"
"Running",2021-10-04 06:34:55,"Westwood Running",6.84,"00:36:15",144,"5:18"
"Running",2025-06-30 17:23:02,"Hollywood Running",5.01,"00:26:03",154,"5:12"
"Running",2023-08-16 10:11:04,"Hollywood Running",21.47,"01:55:40",146,"5:23"
"Running",2025-10-10 06:36:26,"Westwood Running",5.06,"00:27:20",123,"5:24"
"Running",2025-08-10 06:54:36,"Hollywood Running",21.11,"01:53:12",142,"5:22"
"Running",2022-05-13 06:21:43,"Westwood Running",4.56,"00:23:26",153,"5:08"
"Running",2025-06-29 06:26:50,"Hollywood Running",22.07,"02:11:24",136,"5:57"
"Running",2024-08-21 06:18:36,"Westwood Running",6.44,"00:35:28",132,"5:31"
"Running",2025-04-01 16:31:54,"Hollywood Running",6.77,"00:31:52",151,"4:42"
"Treadmill Running",2020-11-30 18:36:57,"Treadmill Running",4.02,"00:20:01",136,"4:59"
"Running",2023-11-19 06:04:10,"Hollywood Running",26.2,"02:26:23",148,"5:35"
"Running",2025-06-23 15:56:43,"Hollywood Running",5.85,"00:31:05",135,"5:19"
"Running",2025-08-14 07:10:16,"Westwood Running",14.59,"01:23:48",135,"5:45"
"Running",2020-05-28 06:26:15,"Hollywood Running",5.78,"00:29:18",151,"5:04"
"Running",2022-08-30 13:13:11,"Hollywood Running",4.32,"00:21:34",143,"5:00"
"Running",2024-11-12 15:53:46,"Hollywood Running",5.03,"00:23:50",150,"4:44"
"Running",2024-11-17 06:17:36,"Hollywood Running",21.2,"02:00:48",128,"5:42"
"Running",2022-11-07 08:03:21,"Hollywood Running",4.96,"00:26:21",142,"5:19"
"Running",2022-10-11 17:32:48,"Westwood Running",4.26,"00:21:28",162,"5:02"
"Running",2022-11-16 18:19:09,"Hollywood Running",1.39,"00:06:31.5",152,"4:41"
"Running",2023-06-23 17:13:19,"Westwood Running",5.03,"00:24:48",147,"4:56"
"Running",2023-04-25 08:34:26,"Hollywood Running",5.52,"00:27:34",158,"5:00"
"Running",2022-12-29 06:53:44,"Westwood Running",7.08,"00:36:38",141,"5:10"
"Running",2020-05-21 06:38:24,"Hollywood Running",5.89,"00:29:53",149,"5:04"
"Running",2022-11-24 08:27:48,"Westwood Running",7.83,"00:41:40",157,"5:19"
"Running",2025-04-22 06:21:14,"Westwood Running",4.99,"00:26:32",132,"5:19"
"Running",2023-09-27 16:11:30,"Hollywood Running",4.33,"00:21:42",151,"5:01"
"Running",2025-08-06 17:02:45,"Westwood Running",11.95,"00:58:34",170,"4:54"
"Running",2025-11-20 06:54:42,"Westwood Running",9.73,"00:52:00",149,"5:21"
"Running",2025-01-31 16:48:48,"Westwood Running",5.63,"00:26:44",151,"4:45"
"Running",2023-10-05 06:13:04,"Westwood Running",4.96,"00:26:18",142,"5:18"
"Running",2023-06-09 17:02:21,"Hollywood Running",4.36,"00:21:45",144,"5:00"
"Running",2022-04-08 06:21:15,"Hollywood Running",4.96,"00:25:17",144,"5:06"
"Running",2021-06-22 06:11:00,"Hollywood Running",4.52,"00:22:18",164,"4:56"
"Running",2020-10-05 17:32:59,"Hollywood Running",5,"00:23:55",179,"4:47"
"Running",2025-10-08 15:23:58,"Westwood Running",11.44,"00:55:22",157,"4:50"
"Running",2025-10-22 16:41:20,"Westwood Running",9.14,"00:45:39",149,"5:00"
"Running",2025-01-15 17:22:41,"Hollywood Running",5,"00:26:23",139,"5:17"
"Running",2024-09-25 06:35:37,"Westwood Running",4.7,"00:26:03",138,"5:32"
"Running",2023-03-10 06:20:08,"Hollywood Running",4.97,"00:27:17",158,"5:30"
"Running",2023-10-10 17:05:48,"Westwood Running",1.63,"00:08:15.5",148,"5:04"
"Running",2024-03-01 17:14:05,"Westwood Running",5.02,"00:23:56",144,"4:46"
"Running",2023-11-21 06:24:31,"Hollywood Running",5.59,"00:30:23",145,"5:26"
"Running",2023-04-19 06:11:15,"Westwood Running",4.62,"00:25:40",149,"5:33"
"Running",2022-09-19 06:16:55,"Hollywood Running",22.15,"02:01:12",158,"5:28"
"Running",2021-02-17 17:51:51,"Hollywood Running",5.54,"00:26:23",167,"4:46"
"Running",2024-05-31 06:11:51,"Hollywood Running",4.7,"00:26:57",135,"5:44"
"Running",2025-05-22 17:33:38,"Hollywood Running",5.82,"00:29:06",143,"5:00"
"Running",2025-03-14 17:27:05,"Westwood Running",5.02,"00:23:48",140,"4:44"
"Running",2025-02-26 06:25:25,"Hollywood Running",5,"00:25:23",151,"5:04"
"Running",2023-02-07 11:31:48,"Hollywood Running",6.23,"00:33:14",160,"5:20"
"Running",2025-11-22 09:03:43,"Hollywood Running",5.02,"00:20:23",168,"4:04"
"Running",2025-11-12 06:37:16,"Westwood Running",5.02,"00:27:14",151,"5:25"
"Running",2024-10-14 17:34:43,"Hollywood Running",5,"00:26:01",140,"5:12"
"Running",2020-11-18 16:02:47,"Hollywood Running",5.56,"00:26:54",150,"4:50"
"Running",2024-01-12 06:12:12,"Westwood Running",5.54,"00:30:05",151,"5:26"
"Running",2022-10-05 06:13:03,"Hollywood Running",4.24,"00:23:09",139,"5:27"
"Running",2023-11-16 06:15:18,"Westwood Running",5.01,"00:27:51",141,"5:34"
"Running",2023-06-19 08:40:08,"Hollywood Running",6.07,"00:33:31",143,"5:31"
"Running",2022-08-12 17:39:43,"Hollywood Running",5.9,"00:27:38",168,"4:41"
"Running",2021-07-21 14:58:21,"Westwood Running",5.24,"00:26:15",155,"5:01"
"Running",2025-05-14 06:10:06,"Hollywood Running",8.69,"00:46:13",143,"5:19"
"Running",2023-09-24 06:26:32,"Hollywood Running",22.35,"02:08:26",144,"5:45"
"Running",2021-10-08 17:25:56,"Westwood Running",6.88,"00:37:37",150,"5:28"
"Running",2025-05-31 09:01:30,"Westwood Running",5,"00:19:51",179,"3:58"
"Running",2025-03-11 06:19:02,"Westwood Running",5,"00:26:31",129,"5:18"
"Running",2023-09-29 06:14:07,"Westwood Running",4.82,"00:25:44",134,"5:20"
"Running",2024-10-02 06:24:59,"Hollywood Running",5.01,"00:28:44",146,"5:44"
"Running",2024-01-11 06:11:16,"Westwood Running",5.58,"00:30:23",139,"5:27"
"Running",2025-06-04 17:32:27,"Hollywood Running",9.34,"00:45:16",172,"4:51"
"Running",2020-04-26 07:26:53,"Westwood Running",11.68,"01:00:33",159,"5:11"
"Running",2024-06-11 15:42:44,"Westwood Running",5.01,"00:26:00",148,"5:11"
"Running",2022-10-14 17:40:34,"Hollywood Running",4.98,"00:24:53",135,"5:00"
"Running",2023-11-30 06:12:28,"Hollywood Running",4.99,"00:27:27",152,"5:30"
"Running",2021-04-25 06:57:31,"Westwood Running",21.21,"01:46:44",161,"5:02"
"Running",2023-05-02 17:37:42,"Westwood Running",1.36,"00:07:21.3",145,"5:25"
"Running",2024-02-29 06:15:24,"Westwood Running",5.65,"00:30:02",145,"5:19"
"Running",2022-09-04 06:12:28,"Westwood Running",24,"02:04:28",145,"5:11"
"Running",2024-08-14 06:22:53,"Westwood Running",5.02,"00:26:06",144,"5:12"
